------------------------------
614e5c1f                                 littlefs-reg2mem.bc                                                        
ndef_prefix_free: ndef_prefix_free emptyset
CMS_RecipientInfo_decrypt: CMS_RecipientInfo_decrypt >0
asn1_check_eoc: asn1_check_eoc emptyset
md_write: md_write '==0
dtls1_write_message_header: dtls1_write_message_header emptyset
md_ctrl: md_ctrl <=0
aes_gcm_cipher: aes_gcm_cipher <0
md_new: md_new '==0
try_decode_X509Certificate: try_decode_X509Certificate emptyset
md_gets: md_gets <=0
md_free: md_free emptyset
AES_set_decrypt_key: AES_set_decrypt_key >=0
null_puts: null_puts emptyset
nullf_write: nullf_write '==0
PKCS7_get_octet_string: PKCS7_get_octet_string emptyset
X509_PUBKEY_get0: X509_PUBKEY_get0 emptyset
setpgid: setpgid <0
BN_STACK_pop: BN_STACK_pop emptyset
PKCS7_ctrl: PKCS7_ctrl '==0
PKCS7_dataInit: PKCS7_dataInit <=0
PKCS7_find_digest: PKCS7_find_digest emptyset
OBJ_obj2txt: OBJ_obj2txt <0
X509at_get_attr: X509at_get_attr emptyset
aria_ccm_ctrl: aria_ccm_ctrl <0
X509_ATTRIBUTE_get0_type: X509_ATTRIBUTE_get0_type emptyset
enc_free: enc_free emptyset
add_attribute: add_attribute '==0
_booth_recode_w5: _booth_recode_w5 emptyset
PKCS7_add0_attrib_signing_time: PKCS7_add0_attrib_signing_time '==0
OCSP_response_get1_basic: OCSP_response_get1_basic <=0
ec_pkey_param_check: ec_pkey_param_check '==0
bio_write: bio_write <=0
pk7_cb: pk7_cb '==0
tls1_alert_code: tls1_alert_code <0
remove_session_lock: remove_session_lock '==0
module_find: module_find emptyset
b64_write: b64_write <=0
RECORD_LAYER_write_pending: RECORD_LAYER_write_pending emptyset
tls1_cbc_remove_padding: tls1_cbc_remove_padding <=0
EVP_Cipher: EVP_Cipher <=0
tls1_enc: tls1_enc emptyset
asn1_bio_setup_ex: asn1_bio_setup_ex '==0
OCSP_single_get0_status: OCSP_single_get0_status <0
ENGINE_finish: ENGINE_finish >=0
BIO_meth_new: BIO_meth_new >=0
ssl3_cbc_digest_record: ssl3_cbc_digest_record '==0
EVP_enc_null: EVP_enc_null emptyset
load_8: load_8 emptyset
des_cfb8_cipher: des_cfb8_cipher emptyset
tls1_setup_key_block: tls1_setup_key_block '==0
EVP_MD_meth_get_cleanup: EVP_MD_meth_get_cleanup emptyset
ssl_handshake_hash: ssl_handshake_hash emptyset
tls1_change_cipher_state: tls1_change_cipher_state >0
is_keytype: is_keytype emptyset
WPACKET_allocate_bytes: WPACKET_allocate_bytes '==0
put_value: put_value '==0
WPACKET_put_bytes__: WPACKET_put_bytes__ '==0
X509v3_asid_add_inherit: X509v3_asid_add_inherit '==0
dtls1_set_handshake_header: dtls1_set_handshake_header '==0
wpacket_intern_close: wpacket_intern_close '==0
DSA_up_ref: DSA_up_ref '==0
WPACKET_close: WPACKET_close '==0
ERR_load_RAND_strings: ERR_load_RAND_strings emptyset
constant_time_lt: constant_time_lt emptyset
EVP_EncodeUpdate: EVP_EncodeUpdate '==0
EVP_EncryptUpdate: EVP_EncryptUpdate '==0
dtls1_hm_fragment_new: dtls1_hm_fragment_new <=0
ssl_undefined_function: ssl_undefined_function emptyset
pqueue_insert: pqueue_insert '==0
dtls1_close_construct_packet: dtls1_close_construct_packet '==0
OSSL_STORE_INFO_new_CERT: OSSL_STORE_INFO_new_CERT emptyset
socket: socket <=0
SSL_get_wbio: SSL_get_wbio emptyset
X509_get0_serialNumber: X509_get0_serialNumber emptyset
DH_get_length: DH_get_length emptyset
dtls1_link_min_mtu: dtls1_link_min_mtu emptyset
ECDSA_sign_ex: ECDSA_sign_ex <=0
ndef_suffix: ndef_suffix '==0
BIO_ADDR_path_string: BIO_ADDR_path_string emptyset
BIO_ADDR_rawport: BIO_ADDR_rawport emptyset
asn1_template_ex_d2i: asn1_template_ex_d2i <0
dtls1_min_mtu: dtls1_min_mtu emptyset
dtls1_query_mtu: dtls1_query_mtu '==0
cms_set1_ias: cms_set1_ias '==0
ssl3_do_compress: ssl3_do_compress '==0
dtls1_write_bytes: dtls1_write_bytes <0
X509_OBJECT_retrieve_by_subject: X509_OBJECT_retrieve_by_subject '==0
COMP_get_name: COMP_get_name emptyset
obj_name_cmp: obj_name_cmp emptyset
sk_comp_cmp: sk_comp_cmp emptyset
EVP_MD_meth_get_copy: EVP_MD_meth_get_copy emptyset
constant_time_ge_s: constant_time_ge_s emptyset
ssl3_cbc_remove_padding: ssl3_cbc_remove_padding <=0
policy_node_match: policy_node_match emptyset
n_ssl3_mac: n_ssl3_mac '==0
do_ext_i2d: do_ext_i2d <0
multi_split: multi_split '==0
ASYNC_start_job: ASYNC_start_job >0
X509_STORE_CTX_get0_store: X509_STORE_CTX_get0_store emptyset
ASYNC_get_wait_ctx: ASYNC_get_wait_ctx emptyset
ssl3_setup_key_block: ssl3_setup_key_block '==0
MD4_Init: MD4_Init emptyset
ssl3_generate_master_secret: ssl3_generate_master_secret '==0
ssl3_change_cipher_state: ssl3_change_cipher_state >0
check_bitlen_rsa: check_bitlen_rsa '==0
ssl3_final_finish_mac: ssl3_final_finish_mac '==0
ssl3_set_handshake_header: ssl3_set_handshake_header '==0
check_purpose_timestamp_sign: check_purpose_timestamp_sign '==0
maxmaxsize: maxmaxsize emptyset
d2i_RSA_PUBKEY: d2i_RSA_PUBKEY emptyset
BIO_puts: BIO_puts <=0
DSO_flags: DSO_flags emptyset
wpacket_intern_init_len: wpacket_intern_init_len '==0
WPACKET_init_static_len: WPACKET_init_static_len '==0
ssl3_setup_write_buffer: ssl3_setup_write_buffer '==0
EVP_CIPHER_CTX_iv_length: EVP_CIPHER_CTX_iv_length emptyset
WPACKET_get_total_written: WPACKET_get_total_written emptyset
OSSL_STORE_INFO_get0_CERT: OSSL_STORE_INFO_get0_CERT '==0
EVP_PKEY_asn1_add_alias: EVP_PKEY_asn1_add_alias '==0
UI_dup_user_data: UI_dup_user_data <0
send_bio_chars: send_bio_chars '==0
tls13_enc: tls13_enc <=0
DSO_pathbyaddr: DSO_pathbyaddr <0
OBJ_get0_data: OBJ_get0_data emptyset
ssl3_do_write: ssl3_do_write <0
tls13_change_cipher_state: tls13_change_cipher_state '==0
BIO_s_bio: BIO_s_bio emptyset
tls13_final_finish_mac: tls13_final_finish_mac <=0
ossl_statem_export_allowed: ossl_statem_export_allowed emptyset
ASN1_d2i_fp: ASN1_d2i_fp <=0
ASN1_item_d2i_bio: ASN1_item_d2i_bio <0
BIO_bind: BIO_bind '==0
ASN1_digest: ASN1_digest '==0
ASN1_dup: ASN1_dup >0
ASN1_i2d_bio: ASN1_i2d_bio '==0
ec_GF2m_simple_point_copy: ec_GF2m_simple_point_copy '==0
linebuffer_write: linebuffer_write <=0
ASN1_item_i2d_fp: ASN1_item_i2d_fp '==0
X509_load_cert_crl_file: X509_load_cert_crl_file '==0
d2i_ASN1_UINTEGER: d2i_ASN1_UINTEGER <0
ASN1_OBJECT_create: ASN1_OBJECT_create emptyset
ASN1_UNIVERSALSTRING_to_string: ASN1_UNIVERSALSTRING_to_string '==0
RSA_set0_factors: RSA_set0_factors emptyset
ASN1_sign: ASN1_sign '==0
MD4: MD4 '==0
wildcard_match: wildcard_match '==0
EVP_DigestSign: EVP_DigestSign <=0
ASN1_item_sign_ctx: ASN1_item_sign_ctx <=0
ASN1_STRING_set_default_mask_asc: ASN1_STRING_set_default_mask_asc emptyset
SCT_set1_extensions: SCT_set1_extensions '==0
ASN1_TIME_to_generalizedtime: ASN1_TIME_to_generalizedtime '==0
ASN1_TIME_set_string_X509: ASN1_TIME_set_string_X509 '==0
OPENSSL_gmtime_diff: OPENSSL_gmtime_diff emptyset
ASN1_TIME_cmp_time_t: ASN1_TIME_cmp_time_t <0
ASN1_TIME_normalize: ASN1_TIME_normalize '==0
find_user: find_user emptyset
EVP_CIPHER_CTX_set_key_length: EVP_CIPHER_CTX_set_key_length <=0
ASN1_TYPE_cmp: ASN1_TYPE_cmp '==0
get_crl_sk: get_crl_sk '==0
ASN1_UTCTIME_print: ASN1_UTCTIME_print '==0
EVP_PKEY_asn1_add0: EVP_PKEY_asn1_add0 '==0
doapr_outch: doapr_outch '==0
ASN1_STRING_type: ASN1_STRING_type emptyset
ASN1_STRING_data: ASN1_STRING_data emptyset
asn1_put_uint64: asn1_put_uint64 emptyset
BIO_new_NDEF: BIO_new_NDEF <=0
strip_eol: strip_eol emptyset
BIO_pop: BIO_pop emptyset
SMIME_crlf_copy: SMIME_crlf_copy '==0
EVP_PKEY_get0_RSA: EVP_PKEY_get0_RSA '==0
test_cavs_kats: test_cavs_kats '==0
X509_PURPOSE_set: X509_PURPOSE_set '==0
EVP_CIPHER_param_to_asn1: EVP_CIPHER_param_to_asn1 <=0
OPENSSL_strnlen: OPENSSL_strnlen emptyset
buffer_free: buffer_free emptyset
asn1_bio_write: asn1_bio_write <=0
EVP_PKEY_CTX_get_operation: EVP_PKEY_CTX_get_operation emptyset
ASN1_UTCTIME_cmp_time_t: ASN1_UTCTIME_cmp_time_t <0
asn1_bio_ctrl: asn1_bio_ctrl '==0
asn1_bio_callback_ctrl: asn1_bio_callback_ctrl '==0
PEM_read_bio_Parameters: PEM_read_bio_Parameters '==0
ctr_BCC_final: ctr_BCC_final '==0
BIO_f_base64: BIO_f_base64 emptyset
B64_write_ASN1: B64_write_ASN1 '==0
b64_read: b64_read <=0
EVP_ENCODE_CTX_num: EVP_ENCODE_CTX_num emptyset
ioctl: ioctl <0
do_ssl3_write: do_ssl3_write <=0
bio_ctrl: bio_ctrl <0
strip_start: strip_start emptyset
mime_hdr_new: mime_hdr_new >0
sk_MIME_PARAM_new: sk_MIME_PARAM_new >0
mime_hdr_addparam: mime_hdr_addparam '==0
SMIME_read_ASN1: SMIME_read_ASN1 '==0
mime_hdr_cmp: mime_hdr_cmp emptyset
policy_node_cmp_new: policy_node_cmp_new '==0
EVP_PKEY_up_ref: EVP_PKEY_up_ref <=0
mime_param_cmp: mime_param_cmp emptyset
nss_keylog_int: nss_keylog_int '==0
SMIME_text: SMIME_text '==0
load_u32_be: load_u32_be emptyset
d2i_AutoPrivateKey: d2i_AutoPrivateKey >0
ERR_load_COMP_strings: ERR_load_COMP_strings emptyset
a2i_ASN1_INTEGER: a2i_ASN1_INTEGER '==0
X509_EXTENSION_get_object: X509_EXTENSION_get_object emptyset
PKCS8_pkey_add1_attr_by_NID: PKCS8_pkey_add1_attr_by_NID '==0
ASN1_BIT_STRING_name_print: ASN1_BIT_STRING_name_print emptyset
ASN1_BIT_STRING_num_asc: ASN1_BIT_STRING_num_asc <0
ASN1_BIT_STRING_set_asc: ASN1_BIT_STRING_set_asc '==0
file_expect: file_expect emptyset
asn1_print_boolean: asn1_print_boolean '==0
file_find: file_find '==0
sk_X509_ALGOR_push: sk_X509_ALGOR_push <=0
asn1_print_integer: asn1_print_integer '==0
SRP_Verify_B_mod_N: SRP_Verify_B_mod_N '==0
EVP_aes_192_ofb: EVP_aes_192_ofb emptyset
BIO_get_data: BIO_get_data emptyset
asn1_primitive_print: asn1_primitive_print '==0
BUF_MEM_grow: BUF_MEM_grow <=0
ASN1_STRING_print_ex: ASN1_STRING_print_ex <0
asn1_template_print_ctx: asn1_template_print_ctx '==0
EVP_DigestFinal: EVP_DigestFinal <=0
X509_ALGOR_cmp: X509_ALGOR_cmp emptyset
x509_name_ex_d2i: x509_name_ex_d2i <=0
BIO_find_type: BIO_find_type emptyset
X509_INFO_new: X509_INFO_new emptyset
X509_PKEY_new: X509_PKEY_new '==0
X509_NAME_print_ex_fp: X509_NAME_print_ex_fp <0
async_ctx_new: async_ctx_new '==0
ec_precompute_mont_data: ec_precompute_mont_data >0
engine_table_register: engine_table_register '==0
async_get_pool_job: async_get_pool_job '==0
ASYNC_WAIT_CTX_new: ASYNC_WAIT_CTX_new <0
ASYNC_WAIT_CTX_get_fd: ASYNC_WAIT_CTX_get_fd '==0
ASYNC_WAIT_CTX_clear_fd: ASYNC_WAIT_CTX_clear_fd '==0
BF_options: BF_options emptyset
BIO_ADDR_new: BIO_ADDR_new '==0
BIO_ADDR_make: BIO_ADDR_make '==0
BIO_ADDR_family: BIO_ADDR_family emptyset
BIO_ADDR_rawaddress: BIO_ADDR_rawaddress emptyset
SSL_in_init: SSL_in_init emptyset
d2i_ECParameters: d2i_ECParameters '==0
BIO_ADDR_sockaddr: BIO_ADDR_sockaddr emptyset
file_open: file_open >0
BIO_ADDR_sockaddr_size: BIO_ADDR_sockaddr_size emptyset
addr_strings: addr_strings '==0
BN_STACK_push: BN_STACK_push '==0
BIO_f_linebuffer: BIO_f_linebuffer emptyset
BIO_ADDR_sockaddr_noconst: BIO_ADDR_sockaddr_noconst emptyset
load64: load64 emptyset
BIO_ADDRINFO_family: BIO_ADDRINFO_family emptyset
RAND_DRBG_new: RAND_DRBG_new <0
EVP_MD_flags: EVP_MD_flags emptyset
BIO_ADDRINFO_sockaddr: BIO_ADDRINFO_sockaddr emptyset
X509V3_extensions_print: X509V3_extensions_print '==0
BIO_get_host_ip: BIO_get_host_ip '==0
SRP_check_known_gN_param: SRP_check_known_gN_param emptyset
BIO_sock_error: BIO_sock_error >=0
EC_GROUP_set_curve: EC_GROUP_set_curve <=0
dynamic_init: dynamic_init emptyset
BIO_socket: BIO_socket '==0
X509_VERIFY_PARAM_add0_table: X509_VERIFY_PARAM_add0_table '==0
CRYPTO_set_mem_debug: CRYPTO_set_mem_debug emptyset
BIO_socket_nbio: BIO_socket_nbio >0
BIO_get_accept_socket: BIO_get_accept_socket <0
BIO_sock_should_retry: BIO_sock_should_retry '==0
fe_isnegative: fe_isnegative '==0
strcpy: strcpy emptyset
i2d_name_canon: i2d_name_canon <0
BIO_accept: BIO_accept <0
BIO_sock_info: BIO_sock_info '==0
BN_GF2m_mod_exp: BN_GF2m_mod_exp <0
BIO_connect: BIO_connect '==0
linebuffer_read: linebuffer_read '==0
EVP_PKEY_check: EVP_PKEY_check <=0
BIO_f_nbio_test: BIO_f_nbio_test emptyset
nbiof_read: nbiof_read <=0
nbiof_puts: nbiof_puts '==0
eckey_param2type: eckey_param2type '==0
BIO_f_null: BIO_f_null emptyset
ossl_statem_get_in_handshake: ossl_statem_get_in_handshake emptyset
RSA_check_key_ex: RSA_check_key_ex <=0
nullf_gets: nullf_gets '==0
TS_RESP_get_tst_info: TS_RESP_get_tst_info emptyset
nullf_callback_ctrl: nullf_callback_ctrl '==0
ENGINE_get_ssl_client_cert_function: ENGINE_get_ssl_client_cert_function emptyset
BIO_debug_callback: BIO_debug_callback emptyset
BIO_get_shutdown: BIO_get_shutdown emptyset
X509_STORE_CTX_get0_policy_tree: X509_STORE_CTX_get0_policy_tree emptyset
CMAC_CTX_new: CMAC_CTX_new <=0
pkey_dh_copy: pkey_dh_copy '==0
BIO_get_callback: BIO_get_callback emptyset
BIO_get_callback_arg: BIO_get_callback_arg emptyset
dh_init: dh_init emptyset
BIO_method_name: BIO_method_name emptyset
BN_BLINDING_create_param: BN_BLINDING_create_param <=0
BIO_get_new_index: BIO_get_new_index <0
BIO_meth_get_write_ex: BIO_meth_get_write_ex emptyset
BIO_meth_set_write_ex: BIO_meth_set_write_ex emptyset
BIO_meth_get_read: BIO_meth_get_read emptyset
pkey_sm2_init: pkey_sm2_init '==0
BIO_meth_set_read: BIO_meth_set_read emptyset
EVP_md4: EVP_md4 emptyset
pkey_poly1305_ctrl_str: pkey_poly1305_ctrl_str <0
BIO_meth_get_gets: BIO_meth_get_gets emptyset
hmac_get_priv_key: hmac_get_priv_key '==0
BIO_meth_get_callback_ctrl: BIO_meth_get_callback_ctrl emptyset
BIO_meth_set_callback_ctrl: BIO_meth_set_callback_ctrl emptyset
SCT_get_version: SCT_get_version emptyset
BN_X931_generate_Xpq: BN_X931_generate_Xpq '==0
aes_xts_cipher: aes_xts_cipher '==0
BIO_s_socket: BIO_s_socket emptyset
des_ede3_cfb1_cipher: des_ede3_cfb1_cipher emptyset
BIO_new_socket: BIO_new_socket emptyset
alg_get: alg_get '==0
BIO_ACCEPT_new: BIO_ACCEPT_new '==0
rsa_sig_print: rsa_sig_print '==0
acpt_free: acpt_free '==0
TS_RESP_CTX_set_signer_key: TS_RESP_CTX_set_signer_key emptyset
EVP_CIPHER_meth_set_set_asn1_params: EVP_CIPHER_meth_set_set_asn1_params emptyset
crldp_check_crlissuer: crldp_check_crlissuer '==0
BIO_number_written: BIO_number_written emptyset
ASN1_TIME_check: ASN1_TIME_check '==0
sock_new: sock_new emptyset
X509_STORE_get_cert_crl: X509_STORE_get_cert_crl emptyset
bio_read: bio_read <=0
bio_nread0: bio_nread0 <=0
bio_nwrite: bio_nwrite <0
OCSP_RESPID_set_by_name: OCSP_RESPID_set_by_name '==0
BIO_nread0: BIO_nread0 <=0
BIO_nwrite0: BIO_nwrite0 <0
BIO_CONNECT_new: BIO_CONNECT_new <=0
------------------------------
3b4bddf4                                 httpd-reg2mem.bc                                                           
unset_signals: unset_signals emptyset
retained_data_cleanup: retained_data_cleanup emptyset
set_worker_factor: set_worker_factor !=0
set_max_workers: set_max_workers emptyset
set_max_spare_threads: set_max_spare_threads emptyset
set_daemons_to_start: set_daemons_to_start emptyset
timer_comp: timer_comp emptyset
ptrans_pre_cleanup: ptrans_pre_cleanup emptyset
apr_pollset_poll: apr_pollset_poll <0
apr_allocator_create: apr_allocator_create <0
stop_lingering_close: stop_lingering_close emptyset
apr_thread_exit: apr_thread_exit emptyset
check_signal: check_signal emptyset
event_request_cleanup: event_request_cleanup emptyset
event_pre_connection: event_pre_connection emptyset
event_post_read_request: event_post_read_request emptyset
event_register_timed_callback: event_register_timed_callback emptyset
event_query: event_query emptyset
make_child: make_child <0
TO_QUEUE_MAKE: TO_QUEUE_MAKE emptyset
event_pre_config: event_pre_config >0
ap_unixd_mpm_get_retained_data: ap_unixd_mpm_get_retained_data emptyset
copy_brigade_range: copy_brigade_range <0
ap_http_outerror_filter: ap_http_outerror_filter !=0
uniq_field_values: uniq_field_values emptyset
ap_http_header_filter: ap_http_header_filter !=0
check_headers_table: check_headers_table '==0
ap_send_http_trace: ap_send_http_trace >0
ap_get_client_block: ap_get_client_block <0
event_open_logs: event_open_logs >0
form_header_field: form_header_field emptyset
ap_method_in_list: ap_method_in_list emptyset
ap_method_registry_destroy: ap_method_registry_destroy emptyset
set_keep_alive: set_keep_alive emptyset
set_keep_alive_timeout: set_keep_alive_timeout !=0
http_create_request: http_create_request emptyset
http_port: http_port emptyset
http_scheme: http_scheme emptyset
ap_process_http_sync_connection: ap_process_http_sync_connection emptyset
ap_process_http_async_connection: ap_process_http_async_connection emptyset
unload_module: unload_module emptyset
load_file: load_file emptyset
ap_expr_yylex_init_extra: ap_expr_yylex_init_extra >0
ap_expr_yyget_lval: ap_expr_yyget_lval emptyset
ap_expr_yyget_out: ap_expr_yyget_out emptyset
ap_expr_yyget_lineno: ap_expr_yyget_lineno emptyset
ap_expr_yy_scan_bytes: ap_expr_yy_scan_bytes '==0
ap_expr_yy_scan_buffer: ap_expr_yy_scan_buffer '==0
apr_pstrndup: apr_pstrndup <0
ap_rxplus_pmatch: ap_rxplus_pmatch <0
ap_rxplus_exec: ap_rxplus_exec >=0
rxplus_cleanup: rxplus_cleanup emptyset
ap_xml_parse_input: ap_xml_parse_input !=0
ap_get_request_module_loglevel: ap_get_request_module_loglevel emptyset
ap_get_conn_server_module_loglevel: ap_get_conn_server_module_loglevel emptyset
ap_get_conn_module_loglevel: ap_get_conn_module_loglevel emptyset
ap_get_core_module_config: ap_get_core_module_config emptyset
ap_strstr_c: ap_strstr_c '==0
ap_strstr: ap_strstr '==0
extract_cookie_line: extract_cookie_line emptyset
ap_cookie_remove2: ap_cookie_remove2 emptyset
ap_cookie_remove: ap_cookie_remove emptyset
ap_cookie_write2: ap_cookie_write2 emptyset
ap_cookie_write: ap_cookie_write emptyset
ap_queue_term: ap_queue_term !=0
ap_queue_interrupt_one: ap_queue_interrupt_one !=0
ap_queue_pop_something: ap_queue_pop_something !=0
ap_queue_push_timer: ap_queue_push_timer !=0
ap_queue_destroy: ap_queue_destroy emptyset
ap_queue_info_term: ap_queue_info_term !=0
apr_thread_mutex_unlock: apr_thread_mutex_unlock !=0
apr_thread_mutex_lock: apr_thread_mutex_lock !=0
ap_queue_info_num_idlers: ap_queue_info_num_idlers emptyset
ap_queue_info_try_get_idler: ap_queue_info_try_get_idler >0
ap_expr_yyget_extra: ap_expr_yyget_extra emptyset
ap_queue_info_create: ap_queue_info_create !=0
fatal_signal_cleanup: fatal_signal_cleanup emptyset
ap_http_chunk_filter: ap_http_chunk_filter !=0
ap_fatal_signal_setup: ap_fatal_signal_setup emptyset
dummy_connection: dummy_connection >0
pod_signal_internal: pod_signal_internal !=0
ap_expr_yyget_leng: ap_expr_yyget_leng emptyset
podx_signal_internal: podx_signal_internal >=0
dso_load: dso_load emptyset
ap_mpm_podx_open: ap_mpm_podx_open !=0
ap_mpm_pod_close: ap_mpm_pod_close !=0
apr_file_read: apr_file_read >=0
reclaim_one_pid: reclaim_one_pid >0
ap_unregister_extra_mpm_process: ap_unregister_extra_mpm_process emptyset
ap_proc_mutex_create: ap_proc_mutex_create >0
ap_unixd_set_proc_mutex_perms: ap_unixd_set_proc_mutex_perms >0
proc_mutex_mech: proc_mutex_mech emptyset
get_mutex_filename: get_mutex_filename emptyset
ap_set_mutex: ap_set_mutex !=0
ap_parse_mutex: ap_parse_mutex >0
ap_signal_server: ap_signal_server >0
ap_set_receive_buffer_size: ap_set_receive_buffer_size !=0
ap_set_send_buffer_size: ap_set_send_buffer_size !=0
ap_set_listencbratio: ap_set_listencbratio !=0
alloc_listener: alloc_listener !=0
find_listeners: find_listeners emptyset
ap_duplicate_listeners: ap_duplicate_listeners >0
close_listeners_on_exec: close_listeners_on_exec emptyset
find_accf_name: find_accf_name emptyset
open_listeners: open_listeners <0
make_sock: make_sock >0
ap_prep_lingering_close: ap_prep_lingering_close emptyset
ap_shutdown_conn: ap_shutdown_conn !=0
ap_hook_get_create_connection: ap_hook_get_create_connection emptyset
ap_recent_rfc822_date: ap_recent_rfc822_date emptyset
ap_recent_ctime: ap_recent_ctime >0
ap_scan_script_header_err_strs: ap_scan_script_header_err_strs >0
getsfunc_STRING: getsfunc_STRING emptyset
ap_scan_script_header_err_strs_ex: ap_scan_script_header_err_strs_ex >0
getsfunc_BRIGADE: getsfunc_BRIGADE <0
ap_scan_script_header_err_brigade: ap_scan_script_header_err_brigade >0
ap_scan_script_header_err_ex: ap_scan_script_header_err_ex >0
getsfunc_FILE: getsfunc_FILE emptyset
ap_scan_script_header_err: ap_scan_script_header_err >0
http2env: http2env emptyset
ap_create_environment: ap_create_environment <0
ap_open_piped_log: ap_open_piped_log '==0
piped_log_cleanup_for_exec: piped_log_cleanup_for_exec emptyset
set_server_limit: set_server_limit emptyset
ap_open_piped_log_ex: ap_open_piped_log_ex '==0
ap_strrchr: ap_strrchr emptyset
piped_log_spawn: piped_log_spawn <0
ap_read_pid: ap_read_pid >0
log_server_name: log_server_name emptyset
log_log_id: log_log_id emptyset
log_local_address: log_local_address emptyset
log_remote_address: log_remote_address emptyset
core_generate_log_id: core_generate_log_id emptyset
open_error_log: open_error_log <0
ap_piped_log_write_fd: ap_piped_log_write_fd emptyset
ap_piped_log_read_fd: ap_piped_log_read_fd emptyset
ap_retained_data_create: ap_retained_data_create emptyset
conf_vector_length_pre_config: conf_vector_length_pre_config emptyset
ap_open_htaccess: ap_open_htaccess >0
process_resource_config_cb: process_resource_config_cb !=0
ap_set_file_slot: ap_set_file_slot !=0
ap_set_string_slot_lower: ap_set_string_slot_lower emptyset
ap_set_int_slot: ap_set_int_slot emptyset
ap_find_module_name: ap_find_module_name emptyset
ap_hook_get_open_htaccess: ap_hook_get_open_htaccess emptyset
ap_hook_get_open_logs: ap_hook_get_open_logs emptyset
ap_hook_get_post_config: ap_hook_get_post_config emptyset
ap_hook_get_test_config: ap_hook_get_test_config emptyset
request_var_fn: request_var_fn emptyset
req_header_var_fn: req_header_var_fn emptyset
md5_func: md5_func emptyset
unbase64_func: unbase64_func emptyset
base64_func: base64_func emptyset
filesize_func: filesize_func emptyset
file_func: file_func emptyset
escape_func: escape_func >0
env_func: env_func emptyset
op_url_subr: op_url_subr '==0
start_lingering_close_nonblocking: start_lingering_close_nonblocking emptyset
log_keepalives: log_keepalives emptyset
op_file_xbit: op_file_xbit emptyset
op_file_link: op_file_link emptyset
op_strcmatch: op_strcmatch emptyset
op_strmatch: op_strmatch emptyset
op_fnmatch: op_fnmatch emptyset
ap_get_scoreboard_worker: ap_get_scoreboard_worker emptyset
ap_unescape_urlencoded: ap_unescape_urlencoded >0
ap_update_child_status_descr: ap_update_child_status_descr <0
ap_update_child_status: ap_update_child_status <0
ap_method_is_limited: ap_method_is_limited emptyset
hash_addr: hash_addr emptyset
event_check_config: event_check_config emptyset
ap_setup_client_block: ap_setup_client_block >0
ap_hook_get_suspend_connection: ap_hook_get_suspend_connection emptyset
http_post_config: http_post_config emptyset
varbuf_cleanup: varbuf_cleanup emptyset
ap_get_useragent_host: ap_get_useragent_host emptyset
ap_getword_white_nc: ap_getword_white_nc <0
ap_cleanup_scoreboard: ap_cleanup_scoreboard emptyset
ap_cleanup_shared_mem: ap_cleanup_shared_mem emptyset
ap_find_module_short_name: ap_find_module_short_name emptyset
ap_set_extended_status: ap_set_extended_status emptyset
create_core_server_config: create_core_server_config emptyset
ap_fflush: ap_fflush !=0
set_etag_bits: set_etag_bits !=0
ap_pass_brigade_fchk: ap_pass_brigade_fchk !=0
ap_byterange_filter: ap_byterange_filter !=0
ap_regcomp_default_cflag_by_name: ap_regcomp_default_cflag_by_name emptyset
ap_hook_get_protocol_propose: ap_hook_get_protocol_propose emptyset
ap_add_input_filter: ap_add_input_filter emptyset
tolower_func: tolower_func emptyset
ap_update_child_status_from_server: ap_update_child_status_from_server <0
filter_cleanup: filter_cleanup emptyset
ap_hook_get_dirwalk_stat: ap_hook_get_dirwalk_stat emptyset
ap_dir_fnmatch: ap_dir_fnmatch '==0
ap_parse_htaccess: ap_parse_htaccess >0
set_serverpath: set_serverpath emptyset
trie_node_alloc: trie_node_alloc emptyset
ap_hook_get_drop_privileges: ap_hook_get_drop_privileges emptyset
ap_get_exec_line: ap_get_exec_line emptyset
get_filter_handle: get_filter_handle emptyset
ap_create_scoreboard: ap_create_scoreboard >0
misc_var_fn: misc_var_fn emptyset
ap_mpm_end_gen_helper: ap_mpm_end_gen_helper emptyset
vhost_check_config: vhost_check_config emptyset
ap_remove_output_filter_byhandle: ap_remove_output_filter_byhandle >0
yy_init_globals: yy_init_globals emptyset
set_runtime_dir: set_runtime_dir !=0
ap_mpm_set_pidfile: ap_mpm_set_pidfile >0
ap_dir_nofnmatch: ap_dir_nofnmatch '==0
ap_hook_get_force_authn: ap_hook_get_force_authn emptyset
ap_bucket_eor_make: ap_bucket_eor_make emptyset
use_range_x: use_range_x emptyset
find_parent: find_parent emptyset
queue_interrupt: queue_interrupt !=0
ap_hook_get_end_generation: ap_hook_get_end_generation emptyset
write: write <0
ap_scan_script_header_err_core_ex: ap_scan_script_header_err_core_ex >0
ap_hook_get_mpm_register_timed_callback: ap_hook_get_mpm_register_timed_callback emptyset
regex_cleanup: regex_cleanup emptyset
ap_read_request: ap_read_request >0
ap_hook_get_mpm: ap_hook_get_mpm emptyset
ap_hook_get_monitor: ap_hook_get_monitor emptyset
ap_dir_cfgmatch: ap_dir_cfgmatch emptyset
ap_register_output_filter: ap_register_output_filter emptyset
ap_register_request_note: ap_register_request_note emptyset
ap_parse_form_data: ap_parse_form_data !=0
ap_list_provider_groups: ap_list_provider_groups emptyset
